 ,X,Y
1,314.300,256.531
2,297.000,256.500
3,293.500,258.500
4,318.500,262.833
5,322.100,264.300
6,333.167,264.667
7,295.500,265.500
8,309.682,269.636
9,323.700,270.592
10,333.500,269.500
